x,20_WW_BL_TP1,20_WW_BL_TP3,20_WW_BL_TP5,10_WW_BL_TP1,10_WW_BL_TP3,10_WW_BL_TP5,5_WW_BL_TP1,5_WW_BL_TP3,5_WW_BL_TP5,20_D_BL_TP1,20_D_BL_TP3,20_D_BL_TP5,10_D_BL_TP1,10_D_BL_TP3,10_D_BL_TP5,5_D_BL_TP1,5_D_BL_TP3,5_D_BL_TP5,Gap1,20_WW_ML_TP1,20_WW_ML_TP3,20_WW_ML_TP5,10_WW_ML_TP1,10_WW_ML_TP3,10_WW_ML_TP5,5_WW_ML_TP1,5_WW_ML_TP3,5_WW_ML_TP5,20_D_ML_TP1,20_D_ML_TP3,20_D_ML_TP5,10_D_ML_TP1,10_D_ML_TP3,10_D_ML_TP5,5_D_ML_TP1,5_D_ML_TP3,5_D_ML_TP5,Gap2,20_WW_TL_TP1,20_WW_TL_TP3,20_WW_TL_TP5,10_WW_TL_TP1,10_WW_TL_TP3,10_WW_TL_TP5,5_WW_TL_TP1,5_WW_TL_TP3,5_WW_TL_TP5,20_D_TL_TP1,20_D_TL_TP3,20_D_TL_TP5,10_D_TL_TP1,10_D_TL_TP3,10_D_TL_TP5,5_D_TL_TP1,5_D_TL_TP3,5_D_TL_TP5
Zm00001d018415,117.16,151.25,273.98,300.2792921,234.3199249,303.2266086,101.9747719,156.3315004,336.7422847,85.73,97.39,191.01,83.87404346,113.5078465,226.5667789,91.08725733,122.1899,178.3477986,0,245.79,327.48,348.16,338.6396682,501.0281025,507.8177474,218.5606541,355.1742368,520.9848304,207.94,237.52,236.75,247.3682791,270.0551546,303.7910341,334.4270006,251.5622031,245.612855,0,430.37,371.12,406.95,474.93159,535.5642477,592.5121539,402.0449703,462.1435528,503.2597256,299.18,290.75,285.39,378.2831027,382.1943667,321.6927169,367.338343,323.8431206,326.6370556
Zm00001d005976,127.22,120.49,235.65,198.2739811,226.774335,192.0633954,106.6935823,169.344928,322.4066585,108.8,105.31,190.3,122.6824765,148.6916761,240.4051555,119.8781252,151.1590355,226.1830175,0,212.71,265.55,318.08,274.1143455,422.9100029,394.1377161,269.8862649,346.1338333,460.4112243,267.24,265.27,294.23,280.1327989,285.1334585,338.0226916,336.1926573,316.440613,347.9157969,0,253.21,266.22,331.19,305.7295666,307.3843013,402.0055606,364.3700635,395.3467888,315.1331606,318.27,236.39,219.37,314.3309547,304.3614663,289.3264846,348.0107434,298.4743229,342.7457669
Zm00001d029107,139.65,161.75,257.64,317.1345037,242.3711569,267.2473107,86.45127843,213.8482778,325.3368492,122.02,130.19,140.29,130.8191033,117.6919974,180.5047383,74.6386527,125.6933269,172.5236754,0,420.24,283.1,406.39,380.5993808,516.9805964,506.7236097,367.8523945,396.0772675,437.9016702,283.14,324.29,335.79,266.1502713,334.9904908,428.0101787,319.4678006,292.001975,350.2372564,0,417.44,295.03,329.43,404.000369,451.6511185,437.6988823,339.8754272,478.3409601,338.7044734,311.91,330.06,240.84,267.694267,367.3024019,199.266609,330.0708506,234.0313001,304.4598138
Zm00001d020134,294.68,373.09,502.61,595.1592428,459.4830664,606.3012764,564.3966117,845.9904549,671.2094929,360.56,272.69,158.68,296.2697392,286.5863253,219.7253983,308.8068852,366.834108,229.2413002,0,245.18,332.58,335.51,407.7789559,325.8756988,365.952026,388.3843518,646.7304095,480.2010551,132.06,166.75,119.37,112.4989604,132.1025747,165.1909287,145.1422265,195.0643131,202.387362,0,274.49,500.99,453.91,396.640045,593.1995112,502.1250513,486.1309912,629.5697554,556.4717758,134.67,266.35,348.43,213.8854223,228.6537874,449.6414501,203.3964437,292.6883255,264.1794905
Zm00001d030424,181.52,430.38,535.13,730.7141488,723.3406757,503.9117392,200.9621534,784.4468177,638.1355532,130.31,245.27,187.29,143.9258992,189.4560329,376.9005214,127.8237966,139.8687471,280.2132438,0,361.9,503.85,396.88,552.0846862,710.0198734,481.8404987,315.4509543,952.5351207,620.4220917,186.36,232.51,185.15,167.2030321,281.1206085,303.1860492,171.9254407,183.9304673,278.0196335,0,628.37,783.27,538.56,612.3799916,1070.395823,724.6342871,648.8115007,1311.310917,704.6768267,345.55,406.29,275.84,288.7222712,584.5285985,264.8727393,389.4790578,339.9169177,313.9704493
Zm00001d020556,517.03,233.8,253.51,140.031811,301.0556598,418.3672027,393.9526081,78.94699683,171.5370175,141.65,75.31,294.91,123.6258986,50.2440342,147.2462932,142.6565658,50.97565325,112.6133415,0,459.63,144.38,164.79,369.596342,165.875976,278.8409274,202.872021,60.73238643,110.6392599,116.25,32.96,149.8,51.66469534,51.23920769,78.97125134,78.76739398,41.20982486,68.74614818,0,279.76,101.83,114.33,275.8813147,104.8263165,119.564143,137.0363881,89.13587107,77.75901566,85.31,29.87,62.04,58.19923575,69.8633103,94.18958871,105.74425,51.18664379,47.19016063
Zm00001d034674,247.48,395.58,352.66,169.1890091,265.5238231,512.5431378,287.9083083,285.2449136,359.1124728,137.03,97.1,539.02,141.4661516,88.04513588,307.7275239,91.74923331,51.05085423,281.737982,0,207.22,86.36,189.71,64.96421547,119.7401284,206.7988046,66.73548022,103.147969,150.3770237,28.59,23.39,154.43,18.89981377,34.92190678,148.6694083,22.91268605,21.52186919,61.26382681,0,122,55.82,84.65,58.22570032,82.37561346,163.8444453,46.12775926,88.7684569,59.31300697,35.85,22.38,61.97,28.82092194,19.78571383,47.55147254,39.14882358,15.72934995,44.68758636
Zm00001d019527,63.74,89.12,92.8,188.9929552,181.1584433,117.381737,52.80356387,83.38726463,100.2263769,13.95,28.68,22.51,22.76714285,29.52054038,38.12496509,36.4718142,26.40300563,38.58079724,0,122.68,186.72,116.67,127.0228798,282.194383,144.4952833,333.4306279,144.5176493,96.8467799,43.78,53.24,28.86,49.19948651,27.49984203,48.96381131,47.15010749,44.15443615,39.60496869,0,86.81,138.6,79.05,140.2062999,111.1306267,53.71456735,164.4285842,136.6393124,62.12185897,24.25,19.68,11.35,26.10288794,36.49240005,20.18208262,29.79074463,21.40306492,29.71912462
Zm00001d047671,50.83,13.96,10.01,46.84813968,12.16362003,14.6905018,47.75723412,14.3727907,15.84611715,72.45,24.09,16.64,62.08753029,15.82435364,22.02364022,72.73158704,53.67006722,17.14098912,0,75.87,27.26,37.11,174.1685657,52.76654519,49.16949657,251.1487514,24.2462896,34.53139082,130.13,48.73,37.38,167.8414101,67.28513075,44.76589752,163.5530099,125.9999046,38.96964289,0,73.64,26.97,32.74,133.6652724,23.96416216,61.45923619,155.8091027,32.75638172,56.71950466,244.56,77.57,71.01,192.2553231,58.38847739,106.9630331,226.8609418,67.76697594,128.6604491
Zm00001d019413,48.1,38.67,24.8,103.2874124,56.25883781,60.48164806,31.15016411,32.62232703,47.60811348,21.92,18.18,26.45,26.58488897,26.63942524,25.37177633,29.26763425,29.58155063,22.0801112,0,81.56,61.42,49.6,112.9399804,85.03943159,99.9255017,60.45625693,58.95434232,63.75602702,49.86,42.83,65.2,44.66048093,59.06793669,76.23709911,77.76186845,61.64457729,46.67553854,0,151.73,163.72,165.55,182.6886958,217.3306604,217.6867463,127.2546694,125.3159899,191.2807469,78.54,87.44,105.24,102.2891487,95.00667075,149.967805,85.7020128,112.1956489,132.6491944
Zm00001d005591,30.13,35.35,24.66,86.66189392,32.00436772,18.18915676,22.35894769,28.30923901,27.22772695,20.11,22.13,16.38,14.79756088,22.91699963,24.28658851,16.63348757,16.91160651,54.3468235,0,27.08,95,29.97,119.9243666,119.6622393,47.34688553,142.9732915,103.1372465,89.6366898,68.02,23.71,17.43,47.08629535,27.51804123,19.28054487,76.86706611,29.17032563,24.32452838,0,125.57,111.77,132.78,181.9026313,210.1394305,149.0107915,227.2030929,166.5849034,137.8953897,135.26,48.33,55.3,156.6806965,59.06309268,77.41951948,161.5646478,53.8354016,82.5678355
Zm00001d023522,33.23,30.2,56.85,80.45841166,77.75554478,41.05905607,25.29007267,56.38794622,54.00168396,22.55,40.1,39.19,36.63817291,49.64976562,62.03089318,31.06867924,51.25433925,69.11701139,0,56.55,87.98,66.68,63.54451282,185.1002123,75.24681657,66.06618134,114.840691,115.9460145,111.91,100.26,48.46,103.1601284,143.6387925,72.54748474,145.8136109,128.7443828,80.55884438,0,117.63,103.55,83.67,69.07148303,163.5848234,106.6137837,128.5400083,138.6823229,108.7063729,114.27,122.79,70.37,125.1546684,171.9330071,81.10889563,138.0216048,143.5963077,120.1021631
Zm00001d053750,42.11,49,47.61,86.99247103,79.32847956,76.63879235,35.65470557,50.58652853,80.85505995,36.55,38.13,43.15,26.01408743,26.44154299,64.81748134,17.08374881,24.06886224,34.1080478,0,118.44,107.09,109.75,124.3458574,178.5264817,143.3809797,109.541668,119.5365458,109.4265205,70.43,71.85,79.36,79.2514699,97.14507453,81.69687426,76.62167173,62.38187668,95.7079337,0,130.67,115.08,114.04,117.9016084,161.9026124,119.2228206,163.8787934,152.3918885,105.5508275,99.33,80.55,68.92,95.54172649,121.7949039,60.42717594,135.8984762,77.06253105,81.44039468
Zm00001d031194,88.63,87.63,72.55,137.3332395,202.2427872,104.4937802,110.7645493,93.98755515,117.4020363,73.05,61.05,46.01,75.22071393,64.6496099,56.37565134,64.57387427,59.81286502,88.20193302,0,155.87,89.36,91.39,140.1011162,130.2592573,104.7764435,142.7409884,88.77076113,97.10698898,104.68,62.87,56.79,121.0556916,110.5152276,67.26259036,138.0297323,66.25965911,74.02066245,0,90.72,54.5,66.57,121.9798336,105.7613497,82.35083745,88.55448377,93.94423272,91.17824795,104.61,65.06,35.82,96.49836031,81.46393652,33.40519703,102.6854706,43.25406929,40.68603231
Zm00001d002512,103.66,93.3,109.01,113.6208466,90.06470471,87.87396121,159.5548506,92.67852799,107.7861399,87.88,89.29,45.46,105.1066463,83.57536241,60.39466454,105.866363,90.37348488,77.87323097,0,80.21,92.52,93.93,72.52006075,121.2995604,117.3403778,110.82219,107.6265998,151.1322408,75.95,95.68,58.03,67.47333033,102.4515191,84.44880086,70.44285911,98.76666433,94.82062049,0,75.92,82.52,86.76,77.51554216,108.8604381,102.250405,70.40586288,122.5835906,135.2336077,82.82,86.93,55.05,69.56557627,65.07412348,90.3844089,62.55556102,62.09927874,98.36052408
Zm00001d046225,9.86,18.97,95.48,15.9561763,12.04233677,132.6215575,11.45108749,27.30758758,82.49713301,24.29,28.23,95.66,26.6498076,23.80249121,81.88202887,15.33571417,15.72020508,62.64434488,0,18.75,38.13,96.55,68.36315318,27.09121109,91.92817792,19.87865368,42.31099577,81.28193152,25.68,19.71,73.56,19.12160189,26.88509459,69.71664706,22.98650152,22.57655721,70.35402653,0,70.65,229.79,196.9,135.7208829,173.3497825,139.1642669,78.79716445,101.6029777,164.5552522,74.16,109.57,197.21,114.3841404,97.97954287,273.7074439,90.79305039,95.4855355,116.2458066
Zm00001d013343,49.94,35.8,31.78,23.85348396,20.65147173,24.3365418,59.48029501,49.48331196,24.55447371,71.82,74.02,45.3,56.35787537,44.64670579,30.86927381,55.30392428,45.60451966,53.35098513,0,22.34,37.24,26.99,28.88771424,17.68862611,16.39703008,29.00929979,29.41146612,21.88530411,37.08,54.09,45.95,36.09097993,47.33394279,29.14866333,34.85333798,35.42344923,40.81181011,0,26.08,52.91,54.13,18.04065554,41.21434009,21.72894045,17.6911563,30.40973117,34.01095414,39.29,55.59,49.36,44.38126453,47.08030671,46.93930005,38.20701002,37.89194027,54.94130483
Zm00001d007391,29.83,40.39,29.72,33.80385203,27.80895517,27.87477894,29.57746712,36.41954842,24.98441796,48.05,18.5,29.67,32.32536366,23.09310224,23.333873,26.11580553,24.7894034,25.27282037,0,31.93,33.44,31.46,24.35182175,21.27482456,22.25573497,25.52342356,22.33683542,28.50345468,20.67,18.15,26.62,18.74332128,13.68662635,22.94385556,13.49782195,24.56441635,28.49513911,0,28.89,34.18,22.54,14.80957373,15.01855101,24.57730779,20.46561454,20.44977519,23.19573484,22.04,14.97,21.32,11.62591689,18.05591679,22.85584342,11.82003808,22.64940872,27.02864523
Zm00001d008255,27.83,39.95,120.01,51.22825462,60.01763064,138.172016,47.37848598,56.6449861,85.2877997,19.19,27.18,86.11,36.07819114,33.58397046,101.6111994,29.37365493,25.18948627,69.3776241,0,20.96,32.16,58.84,48.60144311,43.78592622,96.94539974,37.40095609,49.10403345,44.7214134,29.96,19.19,72.32,16.77385286,37.00112856,76.21932474,35.38103448,27.05636332,64.70688845,0,40.2,55.16,71.11,28.88643824,69.86817319,66.66492665,49.53906326,47.47731085,44.81173119,17.99,21.95,33.99,49.24073037,36.87137325,41.1220273,26.42624439,28.55037954,31.43163708
Zm00001d005008,21.09,46.23,40.96,30.63770636,73.46310563,47.45943947,49.1142231,39.29464262,62.25004372,34.27,59.98,81.31,52.5989764,54.56010654,67.1687445,86.34577173,71.18081803,108.4642979,0,32.29,41.46,28.52,32.98443931,38.46649517,37.1411204,41.25851728,32.77982566,29.74850454,49.38,32.43,28.96,40.61685404,35.2201809,45.27419694,52.0540522,39.37591133,39.29615505,0,41.03,23.59,30.52,30.74875066,19.76128868,29.66023719,42.0743382,24.56679905,24.46031195,26.42,25.89,24.45,40.32010112,31.32424003,30.88039405,42.19527748,41.50776263,24.92750876
Zm00001d013416,13.75,40.01,35.12,47.71106191,50.56326044,58.08591633,11.50519437,37.8319276,60.08443866,13.85,27.65,27.87,20.02608118,28.99285439,45.22291202,23.28171221,40.61577458,44.12071847,0,30.99,47.47,35.35,32.7317827,53.347189,60.88690635,36.17850989,45.19931115,52.28864408,30.11,38.88,53.45,28.0693835,36.13320246,60.29569132,35.5526134,46.24972854,53.51181952,0,45.94,41.35,45.41,58.00689373,47.85120086,52.44010554,50.73734718,50.4911177,48.03948784,49.08,47.36,53.22,53.43491394,49.61210561,41.23783097,46.11116279,54.52975913,65.77582368
Zm00001d048682,20.42,41.26,51.12,41.91111568,55.49662708,51.80801931,17.52904545,51.2039603,87.56287629,40.74,45.33,56.41,37.28471285,37.70776093,71.7261625,41.66323442,58.69666458,54.91579316,0,30.26,47.64,53.58,37.52033181,64.88115089,70.75506996,47.68873758,62.21006465,77.77813069,50.81,64.74,78.9,49.34320924,72.39299426,76.35084319,55.42477487,79.90444655,83.57943992,0,32.51,31.02,42.82,40.87960928,32.42297585,43.63953619,40.36868621,41.31337857,44.92991671,49.47,45.58,62.81,68.55813846,52.16354234,49.26564984,45.92942202,65.27373388,45.05485913
Zm00001d026387,70.78,78.09,52,91.31600299,57.89054044,40.3829652,75.05501731,60.67363273,43.39431681,82.47,69.91,56.84,71.8391838,72.4628456,54.06854561,66.2692252,58.64800512,40.16152003,0,66.03,66.63,41.75,62.43764929,33.12614205,38.10065471,56.10362419,61.31701738,37.74267207,66.47,50.78,55.97,44.75167779,44.21511012,46.42231422,38.61708597,46.55761979,37.23041354,0,51.6,65.88,72.6,58.92026481,54.46400491,45.5647093,60.48829047,48.42100227,53.17658662,55.43,56.77,74.9,47.25762993,54.23144366,68.83882822,42.87680537,65.08535697,37.40621002
Zm00001d043799,71.43,45.99,41.57,40.24930935,43.05592934,25.04418923,79.01633149,55.13014835,54.4872215,56.16,38.21,30.38,52.45357108,40.16013121,44.28283253,69.07681336,47.55185094,43.25930661,0,94.59,49.18,58.83,55.66390179,53.70638877,94.72040619,90.14647075,68.38359767,76.20652566,88.14,66.69,44.54,71.86897488,55.6508299,60.48834647,80.31357575,64.67304081,65.20387931,0,64.84,40.72,88.07,83.20685185,42.89159783,99.02380932,68.57710923,67.882621,88.01877096,75.74,51.13,59.77,60.02400479,50.45656967,49.91424472,60.04200395,63.1703901,64.92597434
Zm00001d008579,22.56,37.11,38.2,58.25035809,97.2464448,67.46719251,26.10383435,53.23198437,45.62174201,12.19,19.69,22.56,20.04772072,24.69856168,27.89129099,14.38218134,14.61285182,25.27282037,0,47.96,57.15,42.32,50.2195832,61.89361872,77.78781797,31.28434498,51.96285351,36.5299327,19.97,18.34,24.45,22.317109,53.22823853,24.57396857,27.36274973,40.37000332,18.56373783,0,43.63,45.09,30.9,55.5899595,110.2100985,54.82438946,55.94662941,123.268107,43.53271183,24.76,27.35,22.14,14.28058204,63.11237765,26.60499137,47.50116553,30.82238352,20.09745661
Zm00001d043006,25.87,23.88,22.18,30.88786939,42.93464608,42.74714037,49.44030338,25.58872611,41.43971294,28.74,21.2,28.43,28.71187002,28.72341103,26.71565941,22.06312769,29.45769018,34.40816444,0,28.02,75.04,42.54,45.52130783,112.5136641,77.16588518,46.19914282,64.63710873,65.52494523,51.75,33.47,23.54,68.75153317,43.23879389,36.34376625,67.02226896,48.06497214,34.49021853,0,52.43,104.84,47.24,47.02631728,150.4313855,68.18491057,82.8198101,73.56212958,57.86589625,81.98,38.31,33.91,87.95794421,47.65035978,43.83874698,85.42940165,55.53625709,44.69612889
ENSRNA049479921,47.22,37.01,49.97,72.54472805,62.54682936,37.86474711,31.42213751,33.7255436,50.08624935,32.71,22.56,27.79,30.56967996,27.95366168,35.21428287,28.79086784,29.90200892,47.58995511,0,70.12,60.55,53.36,120.5077523,81.61191095,65.51829786,86.56767328,52.49116585,73.91201401,35.47,26.61,49.35,71.0598878,35.89822301,46.50122529,49.31977772,31.11625866,43.917645,0,73.65,48.15,49.66,107.6308071,75.37719214,65.7317872,78.24737362,71.79078179,45.80054209,57.17,34.06,35.19,49.6335084,30.31152047,36.38340995,70.01768736,34.79524301,45.48191943
Zm00001d023353,35.05,27.78,35.53,58.93607622,24.62857442,84.58872243,82.98052368,26.4101816,69.16714618,81.5,41.34,70.45,114.8955075,68.38883662,62.41155361,161.6215283,85.19894913,104.0859052,0,24.8,22.81,32.12,127.9554339,24.88194508,123.6914535,21.96785639,20.21015722,37.97229574,95.04,31.27,121.69,81.49489061,40.8248996,147.1452258,151.5664335,112.5283824,73.4314483,0,25.16,29.62,59.49,97.78240834,18.47919994,111.6846701,47.93848955,24.52135952,79.74714813,75.29,54.36,146.79,57.78114648,83.06634698,120.2454476,83.90309332,122.5940676,100.2609417
Zm00001d020501,25.01,54.49,66.02,52.59150291,71.38452873,94.25081368,31.36803063,51.30641887,102.7442223,45.42,78.64,77.95,47.09046522,76.36635235,88.18500463,57.10496926,80.32521733,83.11246969,0,41.01,53.32,47.4,49.42555878,59.04384228,79.32609774,44.83731475,78.20441122,73.74873643,62.04,97.76,89.96,71.43853011,106.7998466,88.51519621,84.5052853,94.57607955,115.5069261,0,64.12,36.57,40.22,43.65529278,54.07838763,57.98711835,51.64590033,75.93296163,62.4869262,65.33,69.21,50.57,60.67654069,83.59393786,47.50524541,77.7462621,80.77582798,84.33159296
Zm00001d011367,69.4,55.22,90.24,57.47194392,73.13751461,96.08117543,53.67215194,64.37018241,121.2318251,53.2,60.98,77.37,49.22826604,63.46729496,100.0864288,62.79966108,65.42287233,104.1177347,0,82.75,71.38,100.19,72.04483876,110.5979321,115.9899717,84.50170088,76.23863843,120.5996588,63.02,75.01,94.8,76.22522504,90.95250466,103.8871679,94.4478459,87.77694202,108.4363562,0,70.55,49.99,73.57,62.7289025,73.73849613,100.6665543,78.66768678,70.54929722,89.45143944,69.67,72.95,53.29,70.28776346,67.6892535,50.2154286,97.60675852,65.35806398,76.74700264
Zm00001d004292,61.5,37.35,33.71,45.60551249,31.38769689,18.69515347,59.53368239,83.33603535,31.33205209,66.89,68.44,35.34,65.53872734,58.15061065,41.54040181,63.51464739,51.20125621,48.64888658,0,43.99,51.1,45.34,40.04093468,58.00808713,45.52427449,61.78323953,124.2055773,57.43212112,59.09,155.17,89.28,83.72554155,113.5620685,95.81551389,92.90166413,95.38347235,153.0391693,0,40.67,71.19,55.99,72.14226255,91.89965051,57.09088493,81.18846098,131.6018041,93.0193104,51.99,139.49,87.09,55.7030835,135.0600405,78.34268058,87.32535426,83.83966408,126.2347474
Zm00001d000618,23.79,21.42,22.1,47.61427188,28.92101357,35.5599452,13.62111865,47.68760656,60.52232481,23.57,16.29,21.74,16.75749706,25.30340916,44.0704236,22.2221587,21.68605939,29.36644533,0,80.22,45.92,94.5,95.04310367,61.21416373,90.08901467,120.1270634,107.7687323,99.17360204,58.48,92.37,82.17,84.33838004,99.14280245,122.7468537,82.48127449,80.44128793,89.66674263,0,69.56,47.9,110.48,132.3294988,57.39929465,85.63135479,121.3661187,91.96694532,111.2683432,109.37,78.7,64.49,89.43409377,75.24059474,77.73704458,144.3932865,73.0962438,83.37924854
Zm00001d027607,22.44,41.54,32.21,44.3997312,39.21036446,44.03192323,23.17270938,15.27109012,36.92926925,31.84,41.44,86.53,53.28272395,51.14010467,103.34625,43.12003884,60.19525354,97.12384273,0,35.01,48.5,37.98,37.89931674,67.50948329,63.7921444,31.93041354,33.90886979,71.94578263,67.94,75.8,80.82,100.877675,78.52226946,100.8110677,104.6098814,75.66276312,97.73827815,0,73.03,77.9,84.55,79.02425424,105.2504955,100.2294317,74.7745188,48.19088116,75.87069489,78.53,108.05,86.72,109.3661616,129.6843494,100.2552817,125.0595241,85.29410149,124.9578377
Zm00001d013553,13.77,23.08,34.16,25.56368531,38.61795028,60.73464641,19.26550208,23.71528334,71.30269869,16.11,31.75,41.31,21.35636867,25.33638953,55.73842455,18.6465739,34.23656665,63.55350098,0,30.81,24.57,50.25,27.91314233,43.02858213,65.21237293,53.3218923,41.7183144,90.09593715,23.73,57.89,76.49,37.44760987,65.04372629,87.77869291,35.24636329,48.81635518,78.92255292,0,62.77,66.35,57.38,48.71054229,59.67903503,93.19436836,55.14953057,66.24759179,69.13941537,49.14,89.23,90.57,59.73893567,102.345701,84.73897167,99.89930238,62.59266937,119.2138775
Zm00001d046118,140.91,36.73,15.44,28.05230082,43.15295594,8.27032732,228.750496,57.46465471,26.8374922,199.86,105.68,34.34,192.0247051,103.6392487,17.63447372,187.3394297,215.8008929,47.46376891,0,60.09,23.35,8.24,35.88402711,32.29090887,19.59164086,64.44881988,23.57851676,17.10241783,52.33,34.31,16.69,86.64673467,42.39776407,16.60752934,55.02076131,81.49565113,15.51472918,0,24.01,14.3,25.44,21.11400954,24.00272389,23.24395176,29.62323955,26.63788897,18.88986627,65.66,38.51,18.71,86.69074852,57.46068222,21.09543898,91.94971442,63.1380834,47.88199863
Zm00001d046690,97.51,46.37,25.76,29.3671541,64.84371612,21.86967135,138.715932,50.07334221,26.38372225,191.22,81.66,25.54,195.2608299,93.76380689,24.18563761,143.3983839,137.7439687,83.73685802,0,21.03,14.14,11.96,43.69252901,29.34232125,24.49081144,54.76502644,24.17119813,20.9685345,75.24,29.6,16.04,57.76898751,54.2583473,24.95074954,60.15714066,57.36064291,39.66179492,0,58.08,31.93,37.45,49.2651641,16.12233611,41.5327078,61.69932644,25.32678338,31.74705546,86.27,44.41,42.9,110.9816138,52.5032399,55.56621844,155.5048497,58.35367511,72.41234085
Zm00001d003895,150.16,61.72,51.1,60.6339956,79.88263498,34.18423252,276.4009554,92.65291334,59.13096242,290.5,160.67,44.92,291.8020281,133.7478355,33.88090693,180.7183635,226.3446022,62.96094214,0,52.34,41.64,31.67,44.54673592,48.50669098,31.35727942,96.70445775,63.65019713,36.33434462,105.77,97.34,45.75,65.59505876,85.4197777,53.75746491,59.67931164,111.2074044,57.45885596,0,48.47,31.76,30.25,41.29428839,34.13879532,23.99046332,51.99191061,60.24513407,25.85751682,65.23,88.04,46.09,60.94904493,69.58730604,38.18350502,93.30660747,73.41440198,60.6980789
Zm00001d018541,149.74,57.88,66.13,43.56473404,48.48468355,52.28245947,255.1248647,51.049379,70.02080783,205.24,86.24,66.11,179.0633146,72.17722297,43.75706377,137.7301973,164.993336,53.81735777,0,59.12,38.15,39.73,21.10930359,31.83289793,39.976536,78.10632605,35.46163948,42.78749252,57.42,45.62,26.55,52.73424153,29.70565314,28.15836818,47.13714774,36.67859526,41.22356163,0,22.58,10.86,18.62,16.98991624,16.67175202,17.07816106,27.8496607,31.92872534,21.32578789,22.86,26.72,16.68,23.27086259,11.7280128,20.06627895,11.14467293,17.20294959,23.18510253
Zm00001d041962,191.62,113.48,79.29,44.7827973,92.31307817,66.53810328,343.0976113,105.3297769,51.8996141,249.84,145.58,59.32,186.349149,99.48745643,46.10832693,192.0272517,162.2856512,62.65258519,0,54.48,35.77,39.21,37.11125563,30.71635408,29.72254208,60.22395384,39.42268039,31.77935692,47.79,39.61,20.63,28.57789366,20.98210177,21.84834565,31.55643077,29.38486728,22.12743587,0,29.5,25.57,17.35,19.19061834,23.32311779,24.76393568,25.18028074,34.89611817,19.283818,18.36,19.65,13.39,20.46414848,13.66852754,17.81277394,31.0567673,13.18463894,14.51577894
Zm00001d012641,114.64,242.16,81.32,43.371154,83.20855564,103.2919015,95.40625448,143.8524065,102.5553318,108.56,126.97,165.6,133.8076966,131.2245259,116.9700888,138.7357606,105.6670656,181.8494306,0,88.14,48.89,54.54,36.5457599,43.40580437,52.8679889,77.95532904,41.54935858,58.38292631,53.21,62.61,65.96,59.03442059,46.2943319,61.8291189,57.91365496,65.20955736,73.10493613,0,32.07,12.32,13.71,30.62916757,16.49344838,13.1419598,26.04530644,38.80720242,12.68516625,29.16,25.87,26.13,25.03854521,12.67703907,15.25154857,36.31722016,18.68312147,18.42338044
Zm00001d005143,76.84,45.34,52.3,52.39382888,46.63467106,46.40786387,112.3927921,47.76355705,48.44417629,97.08,76.49,49.28,74.27861504,54.26328317,50.16099044,86.71684409,92.20580289,58.14800626,0,64.07,55.44,94.37,35.37275055,51.59303432,83.76961556,134.6701763,60.66801741,61.10264971,80.85,74.81,71.8,75.96440423,54.43953421,81.5916595,91.55298076,57.85981963,74.25495133,0,7.57,10.18,29.68,13.48152352,9.842082611,18.68897262,44.11962445,43.45408951,24.51414937,14.63,14.41,21.71,12.62060833,15.35586238,19.56991013,20.36028355,13.45077372,25.7773581
