x,20_WW_BL_TP1,20_WW_BL_TP3,20_WW_BL_TP5,10_WW_BL_TP1,10_WW_BL_TP3,10_WW_BL_TP5,5_WW_BL_TP1,5_WW_BL_TP3,5_WW_BL_TP5,20_D_BL_TP1,20_D_BL_TP3,20_D_BL_TP5,10_D_BL_TP1,10_D_BL_TP3,10_D_BL_TP5,5_D_BL_TP1,5_D_BL_TP3,5_D_BL_TP5,Gap1,20_WW_ML_TP1,20_WW_ML_TP3,20_WW_ML_TP5,10_WW_ML_TP1,10_WW_ML_TP3,10_WW_ML_TP5,5_WW_ML_TP1,5_WW_ML_TP3,5_WW_ML_TP5,20_D_ML_TP1,20_D_ML_TP3,20_D_ML_TP5,10_D_ML_TP1,10_D_ML_TP3,10_D_ML_TP5,5_D_ML_TP1,5_D_ML_TP3,5_D_ML_TP5,Gap2,20_WW_TL_TP1,20_WW_TL_TP3,20_WW_TL_TP5,10_WW_TL_TP1,10_WW_TL_TP3,10_WW_TL_TP5,5_WW_TL_TP1,5_WW_TL_TP3,5_WW_TL_TP5,20_D_TL_TP1,20_D_TL_TP3,20_D_TL_TP5,10_D_TL_TP1,10_D_TL_TP3,10_D_TL_TP5,5_D_TL_TP1,5_D_TL_TP3,5_D_TL_TP5
ENSRNA049452030,94.97,58.64,41.36,47.60608391,54.72416179,53.82826631,247.7497807,74.89184212,51.0158999,123.5,112.63,37.85,130.2820843,44.76182618,20.78070804,78.63897345,56.19442487,45.65369702,0,83.55,24.88,49.59,37.64666012,37.68822901,33.39439928,120.5175986,71.70368902,54.71412281,61.75,59.75,33.56,60.6252467,37.14591708,35.00299382,31.83873288,35.78735024,38.86670501,0,45.77,17.57,31.16,27.14113445,27.83448509,23.55334071,47.96926496,46.3054473,18.07307831,45.08,40.23,19.81,21.62991769,33.13736818,11.46597822,43.27955936,16.97569375,25.84568815
Zm00001d001928,62.18,61.92,65.03,29.51233913,25.34227185,81.31150928,77.9868618,49.2783948,37.24180006,120.12,103.93,167.08,91.49396763,95.01146075,92.662486,79.45932719,82.32563167,64.98388251,0,15.89,15.33,41.01,14.26941028,6.732408418,19.35049692,15.63055733,16.34298066,15.88967846,42.21,42.83,71.28,52.68207736,29.53396834,41.82131577,17.22466221,29.32427125,48.31183001,0,26.91,18.37,30.56,15.95953653,13.10992291,18.34765026,7.458349031,13.61771212,10.60380119,38.83,70.03,79.84,35.24521745,28.03290145,90.10283449,34.0246763,39.52105566,75.36332666
Zm00001d026442,94.62,65.83,41.41,61.95294287,57.44366617,36.01459427,98.77023448,66.6022302,37.24974196,103.21,67.39,65.45,77.52555962,42.50235962,41.20389881,109.230233,62.84100805,50.87758687,0,69.18,36.08,49.15,43.09097871,33.30574194,29.12220295,96.47215466,50.85525427,31.87801351,66.08,40.45,36.75,65.89491227,42.49745713,26.23038527,49.6998433,51.79339522,35.84610948,0,28.68,27.72,26.69,24.16700394,18.51776167,19.7129397,40.20205709,31.1697155,32.54940117,47.12,31.39,44.7,33.21149453,33.91813895,38.68641033,29.79690738,40.70278606,24.9232375
Zm00001d050304,71.87,67.87,61.29,53.22473205,53.8891811,60.4222748,77.1716611,76.32894251,31.87940977,115.32,100.77,69.83,101.1651344,87.63817065,52.92656433,77.15501062,88.95894408,66.69079149,0,39.39,42.3,41.45,18.93163109,24.62155649,18.05336109,33.396778,33.6648225,20.1486964,43.29,54.91,54.82,59.45173389,48.10217583,38.15800509,44.01181945,51.26146494,47.26475269,0,36.32,37.32,42.96,25.09816015,41.50832891,27.64920905,28.44297899,26.4764144,37.35689631,53.78,52.87,74.46,52.5098738,40.96312042,46.13194262,29.12770498,50.7518488,54.91141107
Zm00001d017208,54.14,66.69,37.83,50.5384425,50.80582696,38.53281236,101.8110122,103.5358584,45.00462228,119.8,99.07,47.85,79.93860304,88.2759985,32.11220599,65.13015619,80.512968,36.51835296,0,43.66,35.15,27.34,30.46383645,16.77260422,10.82769792,32.61132757,53.39493557,22.11492778,34.05,44.77,24.21,23.7259031,45.12813168,24.95074954,27.8535385,37.9805785,27.44806179,0,14.53,34.78,28.94,20.59753245,22.46520806,12.86450427,17.86416144,31.58354369,20.46960476,31.23,32.42,44.55,27.68046398,37.54598853,28.93787765,30.56314292,43.91612013,27.02864523
Zm00001d012763,85.6,76.99,43.52,43.80261511,45.28004614,45.68042535,135.4580073,76.32983594,33.49765714,183.72,130.22,88.99,165.3316184,117.1755121,47.26081535,120.4870908,137.2180654,77.36735441,0,44.31,41.85,22.52,47.16357585,22.19084644,12.17306254,41.85812523,37.90745644,12.7447433,64.87,50.79,45.14,65.82997834,57.90173647,33.88118023,46.73313418,46.1422953,43.44906725,0,31.4,30.39,29.72,26.64501695,27.83448509,21.88363493,21.71380195,27.48875235,19.45584094,55.95,52.21,44.43,43.88706003,40.47799173,34.93399413,38.24628247,47.48649132,35.01040209
Zm00001d048137,93.18,73.81,64.55,62.24331294,64.99951058,52.06101766,133.993524,54.12939035,59.95908333,135.06,93.87,81.93,114.718966,108.9447323,49.08630975,130.7639106,98.98951728,79.46162819,0,75.12,42.74,42.93,34.74707232,30.00085416,29.91545723,45.29754084,40.58927026,38.23422991,62.4,58.34,92.15,69.01235398,51.60077647,59.63809909,56.28266947,47.27166299,40.91474799,0,32.58,25.05,30.5,27.02155135,15.92952747,32.79103267,39.57796339,32.43440707,26.29086373,35.61,55.89,77.8,46.14894715,20.96668889,69.87779299,43.41586494,34.26954568,62.38923504
Zm00001d038401,10.53,20.97,21.43,16.98065951,28.425626,27.14734042,14.32738609,21.50795676,36.09320644,55.68,113.25,88.86,37.69928929,81.66685739,86.10507276,25.66554428,138.1642095,183.6111923,0,9.85,54.52,31.59,38.36857541,92.44839539,59.47171928,46.22237312,80.12458786,70.30610642,79.9,174.81,81.07,78.16879224,200.5096152,214.766107,67.34147881,222.0043954,242.3579706,0,20.09,51.72,26.3,22.46241934,76.14842669,45.27730855,82.99281524,73.86284619,50.23510685,105.38,181.78,68.47,94.83210417,161.2585827,86.8832095,65.7052108,179.4232286,206.2829286
Zm00001d036431,54,37.56,67.46,27.75783676,63.20826594,19.22094127,125.9085751,92.96296938,178.9289189,158.55,100.14,83.8,163.8403575,79.36881009,33.25418727,107.4030095,122.6715674,57.30250914,0,44.67,12.15,20.37,23.15468447,22.09203527,20.69586153,53.17089529,21.39551996,19.00230312,174.68,161.64,36.17,113.2029957,151.4303181,54.90558219,124.4211872,164.3122802,73.03041137,0,33.38,9.32,14.93,19.74524014,7.58639896,16.20888845,20.46561454,15.84930212,21.6947867,142.87,82.49,30.05,89.39603616,108.1476074,27.78637746,125.8835203,102.1986096,57.01254754
Zm00001d043443,107.81,51.52,45.16,11.41450037,64.21304319,24.77139979,161.0214924,34.59733494,47.55423524,280.89,181.23,190.74,210.6183725,110.3684888,92.6309646,150.0469352,201.5443917,173.9458167,0,24.4,46.72,19.19,10.52157889,44.08235974,20.31003123,38.24448229,29.5428762,13.89113658,141.62,160.11,113.07,74.76462848,127.546969,56.21152161,78.09206654,167.7518068,99.43139585,0,22.58,64.87,24.2,16.17834312,66.3449058,41.5596686,26.81162987,31.65121574,34.44430104,49.72,172.45,100.16,63.76204147,139.6990164,53.08764258,71.87436753,152.0923495,89.05915003
Zm00001d029194,183.7,148.24,265.73,126.5880813,113.1688577,184.4611334,88.29522931,99.37735166,232.8415269,93.06,93.82,281.41,104.3315923,80.02841757,265.2953205,88.46553198,83.18330404,269.3468357,0,200.26,80.35,114.64,81.146715,68.14709411,111.5464539,143.4683631,79.41121887,116.0123606,91.11,91.16,126.99,101.372692,55.52424057,131.4583256,77.640157,79.54513182,106.033388,0,144.46,33.03,66.32,62.66782371,36.47160242,65.01720906,85.78002553,51.57307667,44.96931188,75.63,37.27,60.39,66.06180471,27.40074837,34.282131,90.91086772,41.69613954,47.84356233
Zm00001d030584,175.73,103.01,72.12,91.31600299,102.6509424,73.26262376,310.3711527,128.1988836,99.48390188,280.3,181.78,91.32,262.3293489,153.6405977,81.54552587,247.2248287,214.8154401,177.2971074,0,110.16,90.64,70.14,86.0374645,56.17604336,66.3165936,117.9333243,120.949855,107.5266352,158.5,123.86,89.76,177.2462611,131.9126907,71.63610066,149.8117651,152.1791066,114.516675,0,98.48,84.03,88.61,82.96768566,111.1161217,104.6985558,80.88597816,117.7984359,100.1484732,131.48,101.09,88.53,123.3805219,120.6760288,94.78541998,145.6138739,141.6156185,117.146906
Zm00001d052206,220.54,128.99,139.63,34.6872442,59.70604173,68.00474578,284.9779028,110.0518058,78.12621341,111.85,196.52,132.14,131.997914,133.8691781,114.8123492,176.665359,141.4331863,336.2374103,0,66.97,64.96,22.56,30.52401894,70.97594848,40.65173904,65.89195402,76.26813375,199.1041463,63,172.33,66.33,73.59075396,77.57365454,76.72762416,96.1636351,76.06859024,205.4754984,0,85.74,64.98,25.42,39.80851038,79.33914353,35.30305026,54.41398255,72.09247288,58.85077557,30.48,271.7,126.39,68.03234028,37.77793733,103.0448462,67.14681149,54.90049519,253.6652656
Zm00001d010052,110,73.53,123.89,122.1111763,125.1766832,132.8151826,129.5445285,130.7904298,153.785663,90.42,60.33,72.48,67.99979814,64.93025401,100.122208,61.76661274,72.24393542,98.736395,0,87.1,63.96,99.41,94.54375375,104.027101,139.5097381,82.90756973,111.3704167,144.6450573,82.22,79.6,60.73,60.99075755,66.04693879,117.032571,92.5345583,71.28547915,96.26175079,0,124.6,269.37,299.69,224.6316806,450.3927317,495.8406951,126.7484061,280.5389527,381.3271647,73.09,186.26,280.63,117.5137997,177.3739848,439.8635032,157.8697757,116.7911258,320.0816823
Zm00001d031377,64.14,109.4,83.92,211.4675478,128.9252215,81.48160344,50.9040671,99.96916878,101.2433884,38.69,45.1,40.04,43.08403469,56.93531533,61.00036993,57.42270467,48.43164125,58.3219367,0,110.95,258.17,183.67,267.8760025,286.8733036,267.5611904,96.50700012,170.324759,247.3207351,132.66,94.92,61.28,88.10805465,74.97857334,107.6293896,171.7079373,109.4763379,67.67065775,0,350.37,533.11,513.79,334.0714448,696.334065,717.707067,367.5531875,452.411769,708.9340734,226.64,265.92,275.48,232.6834961,302.443776,448.9340268,246.6244051,250.63024,360.0288978
Zm00001d019306,42.9,84.07,201.89,105.3404728,126.6871026,217.6729546,37.50009547,105.6398329,224.0951759,35.85,79.74,123.04,51.99571555,75.12927739,161.0657844,48.39064795,68.19248729,268.1853072,0,97.78,204.82,185.82,220.2071134,201.4926947,287.1312376,118.6026232,223.164559,254.7927593,116.21,160.44,162.82,118.9034678,174.619036,209.7279066,172.7095199,134.4282362,267.5167166,0,206.21,450.07,362.34,376.4674895,567.0426387,507.7430013,265.7250021,520.6153902,391.0958041,265.32,388.56,353.85,293.3347256,414.928344,386.8020066,322.4600932,310.0539175,401.5818645
Zm00001d038004,169.78,93.78,112.92,172.9440829,158.3658793,121.6511525,209.7555283,175.398025,152.2434045,164.61,121.89,67.86,185.223114,98.0960585,91.43218985,161.0907717,116.7809141,154.4027627,0,228.98,161.69,222.33,233.9050647,248.7479857,280.1999886,259.9585532,287.4342607,267.3419145,242.59,171.33,134.04,221.2676406,178.8589734,175.2865353,268.3843377,182.9783015,229.8177253,0,352.04,419.06,369.2,359.691231,552.4914269,536.7645702,329.6001972,429.4335851,428.1847973,237.06,314.75,247.39,273.5672716,310.454235,302.3380729,248.8776765,235.6083921,352.6065901
Zm00001d026528,54.37,47.41,132.25,270.0614978,115.1606625,419.8675038,58.82741495,70.3235011,73.01453379,164.9,80.29,79.95,208.6536881,86.02151047,88.3763993,189.0845248,132.6647919,92.92762075,0,84.27,44.8,170.59,422.6669824,223.2998949,659.1838704,74.69014074,72.85150602,74.73185212,328.51,117.2,119.05,257.031419,108.0111423,113.9920195,342.2339865,271.6330545,104.677497,0,82.61,62.26,67.33,340.9251172,236.9083374,471.8837194,93.08339278,84.03069075,88.96818669,363.52,114.38,72.52,119.1989032,105.3626286,69.83156586,380.138742,245.3699399,84.39138049
Zm00001d018126,154.19,253.18,198.31,225.6003568,245.9779028,324.7764287,137.5746511,152.4803694,214.0793877,118.44,134.6,138.33,133.3667323,137.0850755,144.5837991,143.1863425,163.1280928,149.9217729,0,253.82,372.33,181.3,384.551613,442.071473,507.8853841,189.22613,183.3449763,210.6275248,136.71,140.77,130.21,136.8249322,152.1447586,145.4191431,214.221471,150.5554733,134.6775766,0,223.63,195.81,199.62,352.972116,340.5781569,255.8651247,199.8300249,259.8822634,190.087097,167.05,159.41,132.49,172.3424656,172.7366022,141.5626892,250.0281778,159.1887496,140.2935723
Zm00001d028419,35.17,57.5,60.35,175.2193813,58.70126448,105.8694929,19.91694313,50.89658457,117.6050956,35.53,49.45,67.01,35.84147935,43.2938886,121.4076705,44.44431741,35.53413417,76.83788867,0,190.01,151.42,166.46,450.5926007,224.0456405,249.1068746,113.685228,148.0066965,263.1815532,145.41,117.23,242.27,120.9251004,158.870582,287.6647848,160.8077472,143.1454643,156.7127892,0,265.01,162.58,300.01,411.411474,175.051097,355.4977667,186.5382999,228.1856081,262.6551764,284.2,208.86,287.71,186.7181916,232.7879968,249.786018,354.7374479,192.0487546,188.0004745
Zm00001d016755,119.3,112.99,107.41,144.9483651,204.1273109,119.7100698,129.54237,117.8592067,169.7395366,88.42,56.24,100.41,101.412666,88.79248375,108.1392201,97.6294613,81.90785445,128.6635697,0,171.37,126.43,158.17,203.8321398,220.5582533,234.371217,267.2322997,191.6746828,221.5081435,133.52,106.22,119.35,124.5641837,162.3240872,133.5000526,143.559137,123.5924596,94.32362963,0,192.61,150.36,189.11,236.2586151,138.4156959,192.9866774,312.1053407,194.8568471,157.3052564,133.01,96.49,77.41,136.5396747,157.4444331,90.20883342,185.7892187,132.0210674,100.6239432
Zm00001d002191,196.65,131.55,84.32,134.5222349,156.1212534,137.2274215,91.71691371,66.75591807,90.47889831,64.76,41.39,96.14,56.1908305,63.20905233,112.4253068,80.22732384,40.49191413,96.22292694,0,294.06,168.39,100.15,337.9353682,191.9465548,175.2752451,181.7244605,81.38504208,148.4431028,102.35,80.51,118.67,72.33845235,83.51224072,96.86694573,89.35936253,75.32670457,88.38537644,0,277.94,165.04,167.57,401.4509794,262.0056495,218.7376742,267.7639124,179.2125101,189.1376813,170.2,141.76,108.44,131.9654595,140.8847713,128.3395748,198.3177316,97.14806653,125.2567805
Zm00001d027882,17.22,26.78,65.54,55.61246355,45.4013294,79.03826392,25.23452678,121.5539695,201.8157788,48.8,67.22,58.75,62.24850368,59.31612449,81.51400447,46.98685387,65.03606023,67.10174546,0,64.19,84.76,192.13,124.6646598,171.5906517,223.3542176,185.7097884,391.9499428,566.5226318,134.53,256.32,272.06,156.4948004,211.8274427,345.7431526,141.3266395,207.650151,312.4353273,0,65.39,79.91,182.9,137.1074374,105.4723141,215.6587025,265.5020935,355.6317702,347.3267212,249.45,278.51,187.81,198.350391,251.4107801,203.0190252,244.0384659,190.8221275,248.6942821
Zm00001d021300,200.9,98.83,93.02,97.62036926,137.4233278,127.5257481,400.0839534,143.9840534,182.6696317,325.82,290.54,112.74,340.4845572,173.0112744,131.1239541,361.6203034,253.2538568,230.4977513,0,165.15,81.03,114.91,102.598949,139.5240865,182.0272755,228.1442913,214.0034678,262.1678521,241.07,288.07,140.13,233.0071092,290.1780274,205.9337932,307.7246471,294.9930987,322.4412533,0,205.65,130.15,168.07,166.4314888,141.4281091,200.0905802,221.2158399,229.1119394,254.3441584,257.7,253.17,158.05,272.4713351,279.3438992,193.1416159,509.6146636,237.1214251,349.6086306
Zm00001d036020,264.08,208.75,175.84,220.4492828,233.0138133,146.8691757,336.6914145,247.2107492,211.0459523,291,263.43,194.34,338.3900355,253.0123119,169.673737,317.9714677,327.7636218,219.9397001,0,187.77,184.98,187.95,225.5852862,173.5063838,168.3540791,199.9392921,188.3626419,190.1557234,224.14,215.66,181.1,233.698013,202.4614426,210.2020888,247.5455299,273.2281957,179.1951503,0,196.91,221.38,253.36,217.3045885,225.3603419,258.7873041,212.318275,224.9223711,281.2443236,236.78,210.43,263.34,266.9148119,244.2840608,274.6077273,291.2878045,242.5087341,239.3416631
Zm00001d039412,157.2,261.82,167.46,717.2059512,170.5154972,200.65412,186.7451396,132.1515797,150.0795145,162.17,137.99,94.04,198.0918748,140.0981121,120.6021922,148.0063638,136.7693231,154.5371892,0,159.29,223.97,101.12,320.5202262,146.7743725,175.9821247,90.28585261,69.26592248,134.3240676,397.98,73.12,69.74,944.189559,90.95250466,72.92426571,840.5219286,102.2104523,89.07752848,0,119.48,144.17,144.98,167.8943328,163.0063974,197.8191121,123.7818146,84.23468139,128.1910984,620.67,113.25,77.61,1082.876345,119.7482336,110.7682129,353.3481703,82.77512495,107.4825305
Zm00001d005441,581.77,298.28,197.14,287.3548928,179.1386343,184.5953852,783.2874244,312.1215194,151.5945172,631.56,324.82,204.22,428.2270206,235.0112536,124.6737411,343.9282422,306.2299244,123.7798663,0,160.29,139.69,102.73,138.6754502,68.86259404,56.32533729,116.9155708,147.7733716,70.70245786,102.29,118.23,104.77,127.355509,97.98529931,84.08054921,55.25319595,86.75009647,85.8794703,0,77.94,154.79,101.18,108.5797484,122.3174165,65.77863845,64.20845331,118.6966878,83.92038893,107.25,86.78,150.13,114.8083306,94.01358901,97.12811099,55.23590302,112.7602252,69.59374388
Zm00001d044452,352.27,171.46,91.44,91.61046704,158.1373149,106.1107258,518.121129,193.9010275,85.38138744,470.82,283.81,146.24,392.6270013,235.6764615,94.28607861,373.6719897,290.492025,175.4870355,0,164.68,72.2,48.67,80.39470846,54.820033,50.97051395,225.3117186,90.52198195,59.3983525,182.53,123.78,82.14,139.6680599,130.8366814,63.26657676,113.8790861,155.6274809,80.70789391,0,77.01,37.59,42.84,56.91800971,42.11081155,42.77026358,79.22385363,65.14534927,51.07026863,102.79,71.49,67.98,100.629175,88.4452247,52.59127376,99.81459474,77.12112668,67.88123142
Zm00001d047420,466.93,164.93,72.74,136.7000104,164.0026888,46.75179204,570.7674088,150.3710342,72.45923421,344.68,306.61,59.69,411.2998323,217.0263745,43.84537864,386.5980198,255.7890217,141.9402829,0,109.98,37.82,35.27,85.68857082,73.54731386,52.32092002,295.6608418,79.08135765,73.0615905,179.71,81.49,35.92,178.0414933,101.9269626,50.48870957,187.9141143,115.411748,61.22842976,0,95.8,52.82,55.01,113.4772701,78.11967325,90.28213419,69.96752637,74.89839115,105.9447793,123.58,71.82,58.29,131.2113156,128.2077322,65.57297611,196.622008,100.2573538,95.04653676
Zm00001d011436,596.18,467.46,294.75,358.5043535,302.6593582,297.6365679,556.5324073,348.6152315,217.9012346,315.88,270.39,199.9,362.3251693,217.4712987,171.6906261,321.9701553,249.3370763,160.9538712,0,331.48,335.53,243.16,228.6532202,177.3861162,181.13395,313.8175976,243.610713,143.0088312,182.6,148.7,136.77,208.7066769,137.2104382,135.4372805,140.1994025,159.5052633,130.6099037,0,235.99,255.23,194.15,205.904184,195.029251,121.4134063,140.1016818,186.991188,150.466302,157.62,163.41,177.87,171.8292322,140.5663048,164.7920896,107.2828838,132.9235185,126.3372425
Zm00001d033529,688.57,363.83,182.61,298.9752551,351.3240929,162.7733216,750.8748144,372.5318583,182.5346194,613.89,399.61,133.12,646.9867682,342.9659528,102.9992399,548.5353238,560.3832259,163.2780599,0,437.1,216.08,186.46,188.9191613,177.2123155,176.9035132,412.5459473,228.3806757,164.2733355,316.56,271.98,186.13,271.7059355,254.3873895,177.2671256,201.4488439,358.083133,189.634257,0,235.55,158.31,137.6,191.0131719,136.5406763,106.6187563,144.328108,184.5101679,189.3346571,174.3,166.92,156.39,136.6664125,165.247361,129.3453854,139.4116075,212.1348445,174.1039373
Zm00001d040148,121.05,789.48,146.74,22.29665562,57.24961296,145.4180385,105.7716069,294.7824957,226.0349777,186.28,428.59,243.86,236.9639033,448.6761173,185.3670005,145.1971425,343.2975327,406.7228419,0,56.58,180.61,25.68,12.81961638,44.34274833,41.26863036,20.51310709,23.48465242,86.65848241,50.22,191.1,131.94,109.2129798,64.94403324,105.0971376,49.13523906,94.27703602,66.07349399,0,51.7,74.95,44.68,8.207467417,24.89919535,60.00311911,15.18840546,33.79192668,26.6992577,78.76,309.44,503.51,134.7597903,38.36762822,265.8976876,61.13861134,79.54318311,376.5305145
Zm00001d038460,255.01,345.76,406.28,276.6785995,188.9083409,257.4589933,350.2043194,449.4314704,179.7916041,458.82,439.73,378.05,349.7844267,436.1952297,313.5045936,291.3245789,337.3857686,266.9766003,0,198.39,242.77,228.2,198.6887337,127.2688255,155.4906891,182.4518351,259.2966433,123.1884151,183.6,270.61,398.81,206.3592895,212.5774766,283.8799164,113.8900743,217.3935751,239.0746731,0,129.12,249.18,221.26,146.2282759,171.4025927,121.0990447,169.9159499,197.5293702,119.9234071,204.45,219.61,663.42,251.6964433,256.5789401,405.7494678,188.1002508,266.3842155,280.0148816
Zm00001d052213,433.37,298.07,297.62,121.2679912,192.6083659,177.7248474,334.9001315,186.4876741,137.9140051,397.42,545.64,588.56,534.7837506,507.6499975,583.7570152,487.006931,522.8501882,629.450274,0,221.45,175.49,252.75,81.9949586,91.75091793,161.4991218,182.9933673,87.62294412,108.7716851,665.85,811.33,658.59,634.1157258,777.5925467,566.1119454,554.664722,682.038226,581.3256333,0,203.94,221.56,237.24,54.2619093,109.4293123,193.7012556,98.92952077,111.9545293,127.3099623,541.75,954.3,710.46,568.352654,952.4456274,666.8525063,480.2012969,734.912254,669.4596951
Zm00001d052063,118.49,99.55,66.26,38.06334587,77.77605389,53.24310525,68.81473872,137.1872384,87.59464388,457.61,712.87,213.86,259.0729078,251.9146244,210.7409058,350.0473434,447.1313274,407.1002687,0,156.12,207.77,88.81,38.81966947,110.1276979,72.24512094,99.25388655,195.2736952,135.1762162,579.86,1204.99,337.75,330.1118542,374.3104925,442.0086921,461.2322592,500.4549325,732.7997826,0,198.75,292.23,156.13,58.18240666,201.4584434,144.1833294,130.635198,486.8630561,211.3905795,378.45,951.39,565.47,272.2803211,480.3989668,538.4914688,234.9799451,568.7651211,791.9149738
Zm00001d028750,241,224.26,803.14,48.14661701,325.1505879,378.6282259,71.57994554,194.3877057,258.4952278,60.97,361.28,1219.92,92.47327412,162.867011,1357.53315,45.74209081,181.3264597,1290.672771,0,241.75,102.44,193.14,47.56668871,98.66582585,178.3251695,108.0056127,99.91101953,86.91869149,89.34,410.41,257.72,53.71259086,95.6442018,281.6704065,56.25872148,225.4527697,298.2904569,0,65.86,189.63,200.86,70.65648454,212.9010151,462.9289991,86.20671471,153.9582712,295.4829914,39.06,198.11,315.66,53.80238073,84.14116656,324.687271,14.11258193,78.71136313,242.3908727
Zm00001d008539,188.7,268.11,785.76,36.68781561,144.712349,1005.317572,218.2213839,126.5541857,536.3226964,158.97,127.76,945.66,158.5841262,97.0736669,665.0942526,95.74857418,129.8042416,583.185274,0,129.84,132.66,369.9,33.20104137,83.38698771,444.8354095,81.74319929,75.13641758,331.5860492,59.35,115.73,394.37,78.45623769,67.10474887,383.2350361,64.791743,52.60078801,346.8896714,0,132.47,76.88,127.38,36.95653744,53.86152227,146.1723694,57.71383223,96.63314147,59.73191162,51.09,254.4,142.68,128.8928866,41.76512228,186.6650001,70.01768736,28.73875645,412.1857606
Zm00001d032669,401.16,428.9,346,545.231664,538.8292956,302.0129645,309.990246,371.7926073,442.2930575,265.32,210.76,146.4,214.8229841,210.439013,195.9330572,250.2974686,184.0493752,204.3871082,0,532.3,980.55,429.33,761.0539941,1524.402226,634.6987702,382.298206,559.6626354,557.8107329,312.53,217.49,197.6,249.7404825,268.2647049,186.1449489,307.5401084,254.4878196,189.9109269,0,1246.75,1366.62,793.56,1038.12762,2972.760718,1098.069542,677.4593649,984.6907909,975.7756489,388.64,577.23,704.36,366.6254107,512.0501581,794.0279796,511.6138121,451.6843439,693.7039084
Zm00001d011629,129.48,251.42,421.62,517.2564161,364.9981323,427.1980683,78.04024917,235.9736663,513.1181606,52.08,83.9,288.99,58.92582069,109.3784557,370.6710956,70.21555574,90.77160775,179.4857379,0,275.8,703.14,451.69,546.1171644,1033.131759,807.9405092,195.184509,578.0411362,828.7141689,187.85,168.97,187.05,139.8252758,179.5544097,255.6248628,305.9460307,192.353563,177.2500452,0,631.93,837.69,648.07,729.81614,1744.847349,1234.076053,675.2602016,1079.450012,1105.157829,262.25,318.63,308.31,219.1759053,359.3508564,397.8547372,234.3230682,304.342987,338.9961818
Zm00001d052744,14.59,36.14,40.29,205.1516324,58.13310695,36.5286166,12.2107423,38.24265534,54.81563611,11.61,8.63,13.87,9.391175933,12.80011626,24.56629804,7.389716122,15.7157815,17.4570205,0,144.12,477.71,273.23,386.2302102,748.4287768,527.6757395,96.9439959,295.8685884,535.9202535,213.87,113.37,52.24,66.31258728,82.10236397,112.3882102,246.1190881,117.7828277,87.52647636,0,443.91,1266.47,953.28,535.2257732,2372.324688,1492.502144,596.8270708,970.7142543,1324.235603,226.84,458.13,440.97,305.309625,490.2963254,652.5549481,222.0548409,399.9062804,546.7866328
Zm00001d042801,59.94,74.85,90.74,347.3980648,105.5990112,119.6073745,42.32999771,73.12353823,153.9648965,39.86,44.71,37.24,34.8452816,39.9840286,34.31836082,33.00225007,34.62337875,19.21934815,0,154.97,568.72,265.06,571.5153925,885.8430332,484.5542494,116.3856538,461.720095,499.5484231,143.58,99.44,58.36,83.08607843,138.3046466,95.12308864,183.0081981,121.8846492,62.39614348,0,705.74,1269.3,741.55,802.7395543,2298.905302,1228.17987,669.0128886,1301.275312,1148.137724,228.52,414.88,251.04,214.7853327,432.2279077,362.192767,190.913366,307.2058562,369.180803
